name,id,shortName,domainType,formName,valueType,categoryCombo.id
"COVID19_KEMSA_NA_DRUG-20-Sodium chloride, 0.9% (isotonic), (500mL bottle) (Bottle)",Bqm3aVMTSmE,"KEMSA - Sodium chloride, 0.9% (isotonic), (500mL b",AGGREGATE,"Sodium chloride, 0.9% (isotonic), (500mL bottle) (Bottle)",INTEGER_ZERO_OR_POSITIVE,I1buhLsShqX
COVID19_KEMSA_NA_DRUG-21-Sodium hypochlorite solution 4-6% (5Lt Jar),qNZBZPUpN1y,KEMSA - Sodium hypochlorite solution 4-6%,AGGREGATE,Sodium hypochlorite solution 4-6% (5Lt Jar),INTEGER_ZERO_OR_POSITIVE,I1buhLsShqX
"COVID19_KEMSA_NA_DRUG-22-Tetracycline Eye Ointment,1%, 3.5g tube (Tube)",aQ2iCLG05zF,"KEMSA - Tetracycline Eye Ointment,1%, 3.5g tube",AGGREGATE,"Tetracycline Eye Ointment,1%, 3.5g tube (Tube)",INTEGER_ZERO_OR_POSITIVE,I1buhLsShqX
"COVID19_KEMSA_NA_DRUG-3-Amoxicillin Capsules, 500mg (Capsule)",ZbV5R00SkKQ,"KEMSA - Amoxicillin Capsules, 500mg",AGGREGATE,"Amoxicillin Capsules, 500mg (Capsule)",INTEGER_ZERO_OR_POSITIVE,I1buhLsShqX
"COVID19_KEMSA_NA_DRUG-4-Amoxicillin Dispersible Tablets, 250mg (Tablet)",AZP07KQTqek,"KEMSA - Amoxicillin Dispersible Tablets, 250mg",AGGREGATE,"Amoxicillin Dispersible Tablets, 250mg (Tablet)",INTEGER_ZERO_OR_POSITIVE,I1buhLsShqX
COVID19_KEMSA_NA_DRUG-5-Benzyl penicillin Injection 1 MU (Vial),ACHgwZd1Ytw,KEMSA - Benzyl penicillin Injection 1 MU,AGGREGATE,Benzyl penicillin Injection 1 MU (Vial),INTEGER_ZERO_OR_POSITIVE,I1buhLsShqX
COVID19_KEMSA_NA_DRUG-6-Benzyl penicillin Injection 5 MU (Vial),n6He5CJzmdl,KEMSA - Benzyl penicillin Injection 5 MU,AGGREGATE,Benzyl penicillin Injection 5 MU (Vial),INTEGER_ZERO_OR_POSITIVE,I1buhLsShqX
"COVID19_KEMSA_NA_DRUG-7-Chlorhexidine gel, 7.1% (as digluconate) (20 g tube) (Tube)",jw8k4mhh3GV,"KEMSA - Chlorhexidine gel, 7.1% (as digluconate) (",AGGREGATE,"Chlorhexidine gel, 7.1% (as digluconate) (20 g tube) (Tube)",INTEGER_ZERO_OR_POSITIVE,I1buhLsShqX
"COVID19_KEMSA_NA_DRUG-8-Gentamicin Injection, 40mg/2ml (Ampoule)",BrgPsbKArGM,"KEMSA - Gentamicin Injection, 40mg/2ml",AGGREGATE,"Gentamicin Injection, 40mg/2ml (Ampoule)",INTEGER_ZERO_OR_POSITIVE,I1buhLsShqX
COVID19_KEMSA_NA_DRUG-9-Hydrocortisone Injection 100mg (Vial),Cbq34OyuJcG,KEMSA - Hydrocortisone Injection 100mg,AGGREGATE,Hydrocortisone Injection 100mg (Vial),INTEGER_ZERO_OR_POSITIVE,I1buhLsShqX
COVID19_KEMSA_NA_PPE-1-Surgical 3 Ply Face Mask with Ear Loop (COV) (Pack of 50s),YmFnHinHMIm,KEMSA - Surgical 3 Ply Face Mask w Ear Loop(COV-50,AGGREGATE,1-Surgical 3 Ply Face Mask with Ear Loop (COV) (Pack of 50s),INTEGER_ZERO_OR_POSITIVE,I1buhLsShqX
COVID19_KEMSA_NA_PPE-10-KN95 Respirator Mask (COV) (Piece),lLI2hvqR06g,KEMSA - KN95 Respirator Mask (COV),AGGREGATE,10-KN95 Respirator Mask (COV) (Piece),INTEGER_ZERO_OR_POSITIVE,I1buhLsShqX
COVID19_KEMSA_NA_PPE-11-Protective Eye Goggles (CVD) (Pair),hD7gHsqgJ6U,KEMSA - Protective Eye Goggles (CVD),AGGREGATE,11-Protective Eye Goggles (CVD) (Pair),INTEGER_ZERO_OR_POSITIVE,I1buhLsShqX
COVID19_KEMSA_NA_PPE-12-Face Shield Cvd (Piece),tzQKwJsZyAq,KEMSA - Face Shield Cvd,AGGREGATE,12-Face Shield Cvd (Piece),INTEGER_ZERO_OR_POSITIVE,I1buhLsShqX
COVID19_KEMSA_NA_PPE-13-Alcohol Based Hand Sanitizer (500ml),YKoSFojoyhj,KEMSA - Alcohol Based Hand Sanitizer,AGGREGATE,13-Alcohol Based Hand Sanitizer (500ml),INTEGER_ZERO_OR_POSITIVE,I1buhLsShqX
COVID19_KEMSA_NA_PPE-14-Isolation Tent-10 Bed Capacity (Unit ),FxYEgtm3tLZ,KEMSA - Isolation Tent-10 Bed Capacity,AGGREGATE,14-Isolation Tent-10 Bed Capacity (Unit ),INTEGER_ZERO_OR_POSITIVE,I1buhLsShqX
COVID19_KEMSA_NA_PPE-15-Patients Gowns (Disposable) (Pieces),AK73QIK09ue,KEMSA - Patients Gowns (Disposable),AGGREGATE,15-Patients Gowns (Disposable) (Pieces),INTEGER_ZERO_OR_POSITIVE,I1buhLsShqX
COVID19_KEMSA_NA_PPE-16-Patients Gowns (Polyster) (Pieces),M8m1IUqunFo,KEMSA - Patients Gowns (Polyster),AGGREGATE,16-Patients Gowns (Polyster) (Pieces),INTEGER_ZERO_OR_POSITIVE,I1buhLsShqX
COVID19_KEMSA_NA_PPE-17-Biohazard Bag (Red) Large-36” X 24” (Pack of 100s),qrely6phuWK,KEMSA - Biohazard Bag (Red) Large-36” X 24”,AGGREGATE,17-Biohazard Bag (Red) Large-36” X 24” (Pack of 100s),INTEGER_ZERO_OR_POSITIVE,I1buhLsShqX
COVID19_KEMSA_NA_PPE-18-Biohazard Bag (Red) Small-12” X 8” (Pack of 100s),vI3ROiQx3TV,KEMSA - Biohazard Bag (Red) Small-12” X 8”,AGGREGATE,18-Biohazard Bag (Red) Small-12” X 8” (Pack of 100s),INTEGER_ZERO_OR_POSITIVE,I1buhLsShqX
COVID19_KEMSA_NA_PPE-19-Biohazard Bag Small Size -Red (Pack of 100s),Gnd1nm5mJIA,KEMSA - Biohazard Bag Small Size -Red,AGGREGATE,19-Biohazard Bag Small Size -Red (Pack of 100s),INTEGER_ZERO_OR_POSITIVE,I1buhLsShqX
COVID19_KEMSA_NA_PPE-2-Surgical 3 Ply Face Mask with Ear Loop (COV) (Pack of 20s),s0wcbeQVizd,KEMSA - Surgical 3 Ply Face Mask w Ear Loop(COV-20,AGGREGATE,2-Surgical 3 Ply Face Mask with Ear Loop (COV) (Pack of 20s),INTEGER_ZERO_OR_POSITIVE,I1buhLsShqX
COVID19_KEMSA_NA_PPE-3-Surgical 3 Ply Face Mask with Ear Loop (COV) (Pack of 40s),DQQuECKzki1,KEMSA - Surgical 3 Ply Face Mask w Ear Loop(COV-40,AGGREGATE,3-Surgical 3 Ply Face Mask with Ear Loop (COV) (Pack of 40s),INTEGER_ZERO_OR_POSITIVE,I1buhLsShqX
COVID19_KEMSA_NA_PPE-4-Theatre Boots Antistatic  Size 7. Cov (Pair),Ol3S7wJvf8u,KEMSA - Theatre Boots Antistatic  Size 7. Cov,AGGREGATE,4-Theatre Boots Antistatic  Size 7. Cov (Pair),INTEGER_ZERO_OR_POSITIVE,I1buhLsShqX
COVID19_KEMSA_NA_PPE-5-Theatre Boots Antistatic  Size 8. Cov (Pair),FDmGXvAI5Uz,KEMSA - Theatre Boots Antistatic  Size 8. Cov,AGGREGATE,5-Theatre Boots Antistatic  Size 8. Cov (Pair),INTEGER_ZERO_OR_POSITIVE,I1buhLsShqX
COVID19_KEMSA_NA_PPE-6-Theatre Boots Antistatic  Size 11. Cov (Pair),k0Qvagjpqc2,KEMSA - Theatre Boots Antistatic  Size 11. Cov,AGGREGATE,6-Theatre Boots Antistatic  Size 11. Cov (Pair),INTEGER_ZERO_OR_POSITIVE,I1buhLsShqX
COVID19_KEMSA_NA_PPE-7-Surgical Gloves Powdered Size 7.5 Cov (Pack of 50 Pairs),Nq5qa3y7CT2,KEMSA - Surgical Gloves Powdered Size 7.5 Cov,AGGREGATE,7-Surgical Gloves Powdered Size 7.5 Cov (Pack of 50 Pairs),INTEGER_ZERO_OR_POSITIVE,I1buhLsShqX
COVID19_KEMSA_NA_PPE-8-Gloves Surgical Powdered Size 8.0 Sterile Cov (Pack of 50 Pairs),ewcAU7sjv3i,KEMSA - Gloves Surgical Powdered Size 8.0 Sterile,AGGREGATE,8-Gloves Surgical Powdered Size 8.0 Sterile Cov (Pack of 50 Pairs),INTEGER_ZERO_OR_POSITIVE,I1buhLsShqX
"COVID19_KEMSA_NA_PPE-9-PPE Kit (Complete with protective coverall, pair googles, pair nitrile gloves, face mask N-95, shoe cover pair) (Kit)",cl0pagvD2oX,KEMSA - PPE Kit (Complete with protective coverall,AGGREGATE,"9-PPE Kit (Complete with protective coverall, pair googles, pair nitrile gloves, face mask N-95, shoe cover pair) (Kit)",INTEGER_ZERO_OR_POSITIVE,I1buhLsShqX
COVID19_KEMSA_PPE-1-Surgical 3 Ply Face Mask with Ear Loop (COV) (Pack of 50s),s5Dvr9s2hoZ,KEMSA FA - Surg 3Ply Face Mask w Ear Loop(COV-50,AGGREGATE,Surgical 3 Ply Face Mask with Ear Loop (COV) (Pack of 50s),INTEGER_ZERO_OR_POSITIVE,awHkWnmbfUF
COVID19_KEMSA_PPE-10-KN95 Respirator Mask (COV) (Piece),QloX3xM5M3G,KEMSA FACILITY - KN95 Respirator Mask (COV),AGGREGATE,KN95 Respirator Mask (COV) (Piece),INTEGER_ZERO_OR_POSITIVE,awHkWnmbfUF
COVID19_KEMSA_PPE-11-Protective Eye Goggles (CVD) (Pair),Y0XPduKONm9,KEMSA FACILITY - Protective Eye Goggles (CVD),AGGREGATE,Protective Eye Goggles (CVD) (Pair),INTEGER_ZERO_OR_POSITIVE,awHkWnmbfUF
COVID19_KEMSA_PPE-12-Face Shield Cvd (Piece),arPHUv7ayn9,KEMSA FACILITY - Face Shield Cvd,AGGREGATE,Face Shield Cvd (Piece),INTEGER_ZERO_OR_POSITIVE,awHkWnmbfUF
COVID19_KEMSA_PPE-13-Alcohol Based Hand Sanitizer (500ml),QKxEOSX10WH,KEMSA FACILITY - Alcohol Based Hand Sanitizer,AGGREGATE,Alcohol Based Hand Sanitizer (500ml),INTEGER_ZERO_OR_POSITIVE,awHkWnmbfUF
COVID19_KEMSA_PPE-14-Isolation Tent-10 Bed Capacity (Unit ),bL2Gb3TEfwL,KEMSA FACILITY - Isolation Tent-10 Bed Capacity,AGGREGATE,Isolation Tent-10 Bed Capacity (Unit ),INTEGER_ZERO_OR_POSITIVE,awHkWnmbfUF
COVID19_KEMSA_PPE-15-Patients Gowns (Disposable) (Pieces),nASV6f5ijNi,KEMSA FACILITY - Patients Gowns (Disposable),AGGREGATE,Patients Gowns (Disposable) (Pieces),INTEGER_ZERO_OR_POSITIVE,awHkWnmbfUF
COVID19_KEMSA_PPE-16-Patients Gowns (Polyster) (Pieces),RtMIPM4B8ni,KEMSA FACILITY - Patients Gowns (Polyster),AGGREGATE,Patients Gowns (Polyster) (Pieces),INTEGER_ZERO_OR_POSITIVE,awHkWnmbfUF
COVID19_KEMSA_PPE-17-Biohazard Bag (Red) Large-36” X 24” (Pack of 100s),iFbDRQWjgex,KEMSA FACILITY - Biohazard Bag (Red) Large-36” X 2,AGGREGATE,Biohazard Bag (Red) Large-36” X 24” (Pack of 100s),INTEGER_ZERO_OR_POSITIVE,awHkWnmbfUF
COVID19_KEMSA_PPE-18-Biohazard Bag (Red) Small-12” X 8” (Pack of 100s),TM3LS1LBTE7,KEMSA FACILITY - Biohazard Bag (Red) Small-12” X 8,AGGREGATE,Biohazard Bag (Red) Small-12” X 8” (Pack of 100s),INTEGER_ZERO_OR_POSITIVE,awHkWnmbfUF
COVID19_KEMSA_PPE-19-Biohazard Bag Small Size -Red (Pack of 100s),e3jIZCMsvtj,KEMSA FACILITY - Biohazard Bag Small Size -Red,AGGREGATE,Biohazard Bag Small Size -Red (Pack of 100s),INTEGER_ZERO_OR_POSITIVE,awHkWnmbfUF
COVID19_KEMSA_PPE-2-Surgical 3 Ply Face Mask with Ear Loop (COV) (Pack of 20s),E7aJ6YSoCg4,KEMSA FA - Surg 3Ply Face Mask w Ear Loop(COV-20,AGGREGATE,Surgical 3 Ply Face Mask with Ear Loop (COV) (Pack of 20s),INTEGER_ZERO_OR_POSITIVE,awHkWnmbfUF
COVID19_KEMSA_PPE-3-Surgical 3 Ply Face Mask with Ear Loop (COV) (Pack of 40s),vtRjYmIfSbg,KEMSA FA - Surg 3Ply Face Mask w Ear Loop(COV-40,AGGREGATE,Surgical 3 Ply Face Mask with Ear Loop (COV) (Pack of 40s),INTEGER_ZERO_OR_POSITIVE,awHkWnmbfUF
COVID19_KEMSA_PPE-4-Theatre Boots Antistatic  Size 7. Cov (Pair),fb4pIIuNFEG,KEMSA FACILITY - Theatre Boots Antistatic  Size 7.,AGGREGATE,Theatre Boots Antistatic  Size 7. Cov (Pair),INTEGER_ZERO_OR_POSITIVE,awHkWnmbfUF
COVID19_KEMSA_PPE-5-Theatre Boots Antistatic  Size 8. Cov (Pair),ajyKCA6vEkH,KEMSA FACILITY - Theatre Boots Antistatic  Size 8.,AGGREGATE,Theatre Boots Antistatic  Size 8. Cov (Pair),INTEGER_ZERO_OR_POSITIVE,awHkWnmbfUF
COVID19_KEMSA_PPE-6-Theatre Boots Antistatic  Size 11. Cov (Pair),stiJEW6bCFA,KEMSA FACILITY - Theatre Boots Antistatic  Size 11,AGGREGATE,Theatre Boots Antistatic  Size 11. Cov (Pair),INTEGER_ZERO_OR_POSITIVE,awHkWnmbfUF
COVID19_KEMSA_PPE-7-Surgical Gloves Powdered Size 7.5 Cov (Pack of 50 Pairs),GEMmytEADVG,KEMSA FACILITY - Surgical Gloves Powdered Size 7.5,AGGREGATE,Surgical Gloves Powdered Size 7.5 Cov (Pack of 50 Pairs),INTEGER_ZERO_OR_POSITIVE,awHkWnmbfUF
COVID19_KEMSA_PPE-8-Gloves Surgical Powdered Size 8.0 Sterile Cov (Pack of 50 Pairs),gE5kYVSMUXd,KEMSA FACILITY - Gloves Surgical Powdered Size 8.0,AGGREGATE,Gloves Surgical Powdered Size 8.0 Sterile Cov (Pack of 50 Pairs),INTEGER_ZERO_OR_POSITIVE,awHkWnmbfUF
"COVID19_KEMSA_PPE-9-PPE Kit (Complete with protective coverall, pair googles, pair nitrile gloves, face mask N-95, shoe cover pair) (Kit)",kheSGfmFMaG,KEMSA FACILITY - PPE Kit (Complete with protective,AGGREGATE,"PPE Kit (Complete with protective coverall, pair googles, pair nitrile gloves, face mask N-95, shoe cover pair) (Kit)",INTEGER_ZERO_OR_POSITIVE,awHkWnmbfUF
COVID19_PPE-1-Surgical 3 Ply Face Mask with Ear Loop (COV) (Pack of 50s),ZrriVq1SWLK,Surgical 3 Ply Face Mask with Ear Loop (COV-50),AGGREGATE,1-Surgical 3 Ply Face Mask with Ear Loop (COV) (Pack of 50s),INTEGER_ZERO_OR_POSITIVE,VbZ3FQ8mmco
COVID19_PPE-10-KN95 Respirator Mask (COV) (Piece),hkfGhUHnrb6,KN95 Respirator Mask (COV),AGGREGATE,10-KN95 Respirator Mask (COV) (Piece),INTEGER_ZERO_OR_POSITIVE,VbZ3FQ8mmco
COVID19_PPE-11-Protective Eye Goggles (CVD) (Pair),BxCZb5KO1VZ,Protective Eye Goggles (CVD),AGGREGATE,11-Protective Eye Goggles (CVD) (Pair),INTEGER_ZERO_OR_POSITIVE,VbZ3FQ8mmco
COVID19_PPE-12-Face Shield Cvd (Piece),hsSlFbL49fI,Face Shield Cvd,AGGREGATE,12-Face Shield Cvd (Piece),INTEGER_ZERO_OR_POSITIVE,VbZ3FQ8mmco
COVID19_PPE-13-Alcohol Based Hand Sanitizer (500ml),DV3o9XwWjO6,Alcohol Based Hand Sanitizer,AGGREGATE,13-Alcohol Based Hand Sanitizer (500ml),INTEGER_ZERO_OR_POSITIVE,VbZ3FQ8mmco
COVID19_PPE-14-Isolation Tent-10 Bed Capacity (Unit ),CZGUOOJvsxY,Isolation Tent-10 Bed Capacity,AGGREGATE,14-Isolation Tent-10 Bed Capacity (Unit ),INTEGER_ZERO_OR_POSITIVE,VbZ3FQ8mmco
COVID19_PPE-15-Patients Gowns (Disposable) (Pieces),yXMaW6kJGFY,Patients Gowns (Disposable),AGGREGATE,15-Patients Gowns (Disposable) (Pieces),INTEGER_ZERO_OR_POSITIVE,VbZ3FQ8mmco
COVID19_PPE-16-Patients Gowns (Polyster) (Pieces),YZgRyihAW5t,Patients Gowns (Polyster),AGGREGATE,16-Patients Gowns (Polyster) (Pieces),INTEGER_ZERO_OR_POSITIVE,VbZ3FQ8mmco
COVID19_PPE-17-Biohazard Bag (Red) Large-36” X 24” (Pack of 100s),DzaHieUUaQN,Biohazard Bag (Red) Large-36” X 24”,AGGREGATE,17-Biohazard Bag (Red) Large-36” X 24” (Pack of 100s),INTEGER_ZERO_OR_POSITIVE,VbZ3FQ8mmco
COVID19_PPE-18-Biohazard Bag (Red) Small-12” X 8” (Pack of 100s),c0SfSvzuoRs,Biohazard Bag (Red) Small-12” X 8”,AGGREGATE,18-Biohazard Bag (Red) Small-12” X 8” (Pack of 100s),INTEGER_ZERO_OR_POSITIVE,VbZ3FQ8mmco
COVID19_PPE-19-Biohazard Bag Small Size -Red (Pack of 100s),RT4O0TOlS88,Biohazard Bag Small Size -Red,AGGREGATE,19-Biohazard Bag Small Size -Red (Pack of 100s),INTEGER_ZERO_OR_POSITIVE,VbZ3FQ8mmco
COVID19_PPE-2-Surgical 3 Ply Face Mask with Ear Loop (COV) (Pack of 20s),L34qtWmggNG,Surgical 3 Ply Face Mask with Ear Loop (COV-20),AGGREGATE,2-Surgical 3 Ply Face Mask with Ear Loop (COV) (Pack of 20s),INTEGER_ZERO_OR_POSITIVE,VbZ3FQ8mmco
COVID19_PPE-3-Surgical 3 Ply Face Mask with Ear Loop (COV) (Pack of 40s),YUJYG3VCx32,Surgical 3 Ply Face Mask with Ear Loop (COV-40),AGGREGATE,3-Surgical 3 Ply Face Mask with Ear Loop (COV) (Pack of 40s),INTEGER_ZERO_OR_POSITIVE,VbZ3FQ8mmco
COVID19_PPE-4-Theatre Boots Antistatic  Size 7. Cov (Pair),jhwAKFFzIBi,Theatre Boots Antistatic  Size 7. Cov,AGGREGATE,4-Theatre Boots Antistatic  Size 7. Cov (Pair),INTEGER_ZERO_OR_POSITIVE,VbZ3FQ8mmco
COVID19_PPE-5-Theatre Boots Antistatic  Size 8. Cov (Pair),y9w9TAXvDWu,Theatre Boots Antistatic  Size 8. Cov,AGGREGATE,5-Theatre Boots Antistatic  Size 8. Cov (Pair),INTEGER_ZERO_OR_POSITIVE,VbZ3FQ8mmco
COVID19_PPE-6-Theatre Boots Antistatic  Size 11. Cov (Pair),M8qVQo5cVh3,Theatre Boots Antistatic  Size 11. Cov,AGGREGATE,6-Theatre Boots Antistatic  Size 11. Cov (Pair),INTEGER_ZERO_OR_POSITIVE,VbZ3FQ8mmco
COVID19_PPE-7-Surgical Gloves Powdered Size 7.5 Cov (Pack of 50 Pairs),GetcLpqUHSv,Surgical Gloves Powdered Size 7.5 Cov,AGGREGATE,7-Surgical Gloves Powdered Size 7.5 Cov (Pack of 50 Pairs),INTEGER_ZERO_OR_POSITIVE,VbZ3FQ8mmco
COVID19_PPE-8-Gloves Surgical Powdered Size 8.0 Sterile Cov (Pack of 50 Pairs),rrAROJCKtKT,Gloves Surgical Powdered Size 8.0 Sterile Cov,AGGREGATE,8-Gloves Surgical Powdered Size 8.0 Sterile Cov (Pack of 50 Pairs),INTEGER_ZERO_OR_POSITIVE,VbZ3FQ8mmco
"COVID19_PPE-9-PPE Kit (Complete with protective coverall, pair googles, pair nitrile gloves, face mask N-95, shoe cover pair) (Kit)",wSSzsMusvX4,"PPE Kit (Complete with protective coverall, pair g",AGGREGATE,"9-PPE Kit (Complete with protective coverall, pair googles, pair nitrile gloves, face mask N-95, shoe cover pair) (Kit)",INTEGER_ZERO_OR_POSITIVE,VbZ3FQ8mmco
COVID19_SubCty_No of COVID-19 confirmed HCWs deaths in the  last 24 hours (i.e since the last submitted update),I9Z2d7LpxfT,COVID19_SubCty_26,AGGREGATE,No of COVID-19 confirmed HCWs deaths in the  last 24 hours (i.e since the last submitted update),INTEGER_ZERO_OR_POSITIVE,OzshuDqmXQI
COVID19_SubCty_No of Community deaths in the last 24 hours (i.e since the last submitted update),I0DGpvefXtl,COVID19_SubCty_15,AGGREGATE,No of Community deaths in the last 24 hours (i.e since the last submitted update),INTEGER_ZERO_OR_POSITIVE,OzshuDqmXQI
COVID19_SubCty_No of Health Facility discharges in the last 24 hours (i.e since the last submitted update),rfZ2HA1za0T,COVID19_SubCty_02,AGGREGATE,No of Health Facility discharges in the last 24 hours (i.e since the last submitted update),INTEGER_ZERO_OR_POSITIVE,OzshuDqmXQI
COVID19_SubCty_Number of  Health Facility admissions in the last 24 hours,FNccbPYVmQo,COVID19_SubCty_01,AGGREGATE,Number of  Health Facility admissions in the last 24 hours,INTEGER_ZERO_OR_POSITIVE,OzshuDqmXQI
COVID19_SubCty_Number of  discharges from HBIC program in the last 24 hours,kWRdtbeboRk,COVID19_SubCty_09,AGGREGATE,Number of  discharges from HBIC program in the last 24 hours,INTEGER_ZERO_OR_POSITIVE,OzshuDqmXQI
COVID19_SubCty_Number of COVID-19 cases in the last 24 hours,Lga7sv2XB6E,COVID19_SubCty_17,AGGREGATE,Number of COVID-19 cases in the last 24 hours,INTEGER_ZERO_OR_POSITIVE,OzshuDqmXQI
COVID19_SubCty_Number of COVID-19 cases reported in the last 24hrs,VMSB2tQlHOk,COVID19_SubCty_21,AGGREGATE,Number of COVID-19 cases reported in the last 24hrs,INTEGER_ZERO_OR_POSITIVE,OzshuDqmXQI
COVID19_SubCty_Number of COVID-19 cases reported in the last 24hrs pending contact listing,hfaKWw1nWid,COVID19_SubCty_23,AGGREGATE,Number of COVID-19 cases reported in the last 24hrs pending contact listing,INTEGER_ZERO_OR_POSITIVE,OzshuDqmXQI
COVID19_SubCty_Number of COVID-19 cases reported in the last 24hrs with contacts listed,QyVJF04YpdL,COVID19_SubCty_22,AGGREGATE,Number of COVID-19 cases reported in the last 24hrs with contacts listed,INTEGER_ZERO_OR_POSITIVE,OzshuDqmXQI
COVID19_SubCty_Number of COVID-19 confirmed HCWs  in the last 24 hours,mQjVcjC9ta6,COVID19_SubCty_25,AGGREGATE,Number of COVID-19 confirmed HCWs  in the last 24 hours,INTEGER_ZERO_OR_POSITIVE,OzshuDqmXQI
COVID19_SubCty_Number of Health Facility admissions as at now(as at the date of reporting),dfa9BaG6BTZ,COVID19_SubCty_04,AGGREGATE,Number of Health Facility admissions as at now(as at the date of reporting),INTEGER_ZERO_OR_POSITIVE,OzshuDqmXQI
COVID19_SubCty_Number of New HBIC Deaths in the last 24 hours,zCFUpJYCmrN,COVID19_SubCty_14,AGGREGATE,Number of New HBIC Deaths in the last 24 hours,INTEGER_ZERO_OR_POSITIVE,OzshuDqmXQI
COVID19_SubCty_Number of New Health Facility Deaths in the last 24 hours,FmX0CWumL93,COVID19_SubCty_13,AGGREGATE,Number of New Health Facility Deaths in the last 24 hours,INTEGER_ZERO_OR_POSITIVE,OzshuDqmXQI
COVID19_SubCty_Number of current COVID-19 cases under HBIC program (As at date of reporting,hdDsSm9TeWU,COVID19_SubCty_12,AGGREGATE,Number of current COVID-19 cases under HBIC program (As at date of reporting,INTEGER_ZERO_OR_POSITIVE,OzshuDqmXQI
COVID19_SubCty_Number of current Health Facility admissions in ICU on Ventilatory support,zpq8IwZgtSD,COVID19_SubCty_06,AGGREGATE,Number of current Health Facility admissions in ICU on Ventilatory support,INTEGER_ZERO_OR_POSITIVE,OzshuDqmXQI
COVID19_SubCty_Number of current Health Facility admissions in Supplemental Oxygen only,f77BxVb8uJ9,COVID19_SubCty_05,AGGREGATE,Number of current Health Facility admissions in Supplemental Oxygen only,INTEGER_ZERO_OR_POSITIVE,OzshuDqmXQI
COVID19_SubCty_Number of new COVID-19 cases under HBIC program in the last 24 hours,jzFTEnV0dha,COVID19_SubCty_08,AGGREGATE,Number of new COVID-19 cases under HBIC program in the last 24 hours,INTEGER_ZERO_OR_POSITIVE,OzshuDqmXQI
COVID19_SubCty_Number of patients under HBIC refered/evacuated to health facility in the last 24 hours,IitvxSnoq2d,COVID19_SubCty_10,AGGREGATE,Number of patients under HBIC refered/evacuated to health facility in the last 24 hours,INTEGER_ZERO_OR_POSITIVE,OzshuDqmXQI
COVID19_SubCty_Total Number of current Health Facility admissions in critical condition,NoV3EJDs8xG,COVID19_SubCty_07,AGGREGATE,Total Number of current Health Facility admissions in critical condition,INTEGER_ZERO_OR_POSITIVE,OzshuDqmXQI
COVID19_SubCty_Total number of Contacts currently on follow up,I84BbWiG1eO,COVID19_SubCty_24,AGGREGATE,Total number of Contacts currently on follow up,INTEGER_ZERO_OR_POSITIVE,OzshuDqmXQI
COVID19_SubCty_Total number of contacts listed  in the last 24 hours,f793sR3VLhY,COVID19_SubCty_16,AGGREGATE,Total number of contacts listed  in the last 24 hours,INTEGER_ZERO_OR_POSITIVE,OzshuDqmXQI
CSB/UNIMIX (kg),zcH646A2Ft6,CSB/UNIMIX (kg),AGGREGATE,,NUMBER,QnscZ8fCMLK
CS_ Availability of medicines and diagnostic services      ,xSRVXr852es,CS_ Availability of medicines and diagnostic ,AGGREGATE,Availability of medicines and diagnostic services   ,INTEGER_ZERO_OR_POSITIVE,WPhq9UsAjvg
CS_ Cleanliness of the facility      ,Gr5PBDmLazA,CS_ Cleanliness of the facility   ,AGGREGATE,Cleanliness of the facility   ,NUMBER,WPhq9UsAjvg
CS_ Respectful and compassionate care.,iMp57k6VRXr,CS_ Respectful and compassionate care.,AGGREGATE,Respectful and compassionate care.,NUMBER,WPhq9UsAjvg
CS_ Responsiveness to community health needs ,TtfzPKQH7sX,CS_ Responsiveness to community health needs ,AGGREGATE,Responsiveness to community health needs ,NUMBER,WPhq9UsAjvg
CS_ Waiting time for provision of health care services,jYwvl9KGwx2,CS_ Waiting time for provision of health care ,AGGREGATE,Waiting time for provision of health care services,INTEGER_ZERO_OR_POSITIVE,WPhq9UsAjvg
CS_Assessment of NHIF services,bN8m9ABVXer,Assessment of NHIF services,AGGREGATE,Assessment of NHIF services,INTEGER_ZERO_OR_POSITIVE,WPhq9UsAjvg
CS_Emergency and referral services,Hgniu7KGUnU,Emergency and referral services,AGGREGATE,Emergency and referral services,INTEGER_ZERO_OR_POSITIVE,WPhq9UsAjvg
CS_Home visits by Community Health Volunteers,WcHZ6sIUYFD,Home visits by Community Health Volunteers,AGGREGATE,Home visits by Community Health Volunteers,INTEGER_ZERO_OR_POSITIVE,WPhq9UsAjvg
CS_Safety and security of the facility,WVoTxGXF298,Safety and security of the facility,AGGREGATE,Safety and security of the facility,INTEGER_ZERO_OR_POSITIVE,WPhq9UsAjvg
CT scan machine,eKVrbMGNve5,CT scan machine,AGGREGATE,,NUMBER,Wrjy3ZJPFYA
CVS_Ad26.COV2-S (Janssen)_ Vaccine,mlAyViMZFkE,CVS_15,AGGREGATE,Jansenn Vaccine,NUMBER,t8WXvMCh9ip
CVS_BCG Vaccine,HLz5JzDIYRt,CVS_1,AGGREGATE,BCG Vaccine,NUMBER,t8WXvMCh9ip
CVS_ChAdOx1nCoV-19_ Vaccine,lMcxi37eZ7N,CVS_12_1,AGGREGATE,Astra Zeneca Vaccine,NUMBER,t8WXvMCh9ip
CVS_HPV Vaccine,QB8pQSMZ40J,CVS_5,AGGREGATE,HPV Vaccine,NUMBER,t8WXvMCh9ip
CVS_IPV Vaccine,hhxWpMm03qv,CVS_11,AGGREGATE,IPV Vaccine,NUMBER,t8WXvMCh9ip
