name,id,shortName,numerator,denominator
IHRIS Nurses + COs +  Med Lab Techs,FPZJrNixn1d,IHRIS Nurses + COs +  Med Lab Techs,#{pfIYHskfyhQ}+#{oGRUr2UiR8E}+#{CGN15kwiEla.NhSoXUMPK2K}+#{qrQRIOl3Y7W}+#{tdkj2HWk7GG}+#{e4SD2TEWunw}+#{aOH63LerJKG}+#{LJVhaEUREt1}+#{YBRNewyiKTG}+#{FheKkDXpzuB}+#{YFJwW8QWT0s}+#{N6JCCDgmijq}+#{D1YK6LDr1uo}+#{yut0lbk8fLZ}+#{v5YHnZPeu3Y}+#{T0ncWxRLsyF}+#{fDNhtWxxkDD}+#{nW6QimezeUY}+#{uAk9AD2NGFv.NhSoXUMPK2K}+#{KRxsqqbdAGH.NhSoXUMPK2K}+#{QWymS3dj4uU.NhSoXUMPK2K}+#{J8mzCuLBAH1.NhSoXUMPK2K}+#{YOMA61T94eU.NhSoXUMPK2K}+#{pjEN2QceKNH.NhSoXUMPK2K}+#{ShtwHIW1rOC.NhSoXUMPK2K}+#{H1dgcVTwWQM.NhSoXUMPK2K}+#{arRbatxU74M.NhSoXUMPK2K}+#{Y0SDd8s2bK4.NhSoXUMPK2K}+#{GpYmbmcP4Oa.NhSoXUMPK2K}+#{RGMaEjZKHk9.NhSoXUMPK2K}+#{gUIhX5nb9V9.NhSoXUMPK2K}+#{uAk9AD2NGFv.NhSoXUMPK2K}+#{KRxsqqbdAGH.NhSoXUMPK2K}+#{UBCpnu7mV2S.NhSoXUMPK2K}+#{QWymS3dj4uU.NhSoXUMPK2K}+#{J8mzCuLBAH1.NhSoXUMPK2K}+#{YOMA61T94eU.NhSoXUMPK2K}+#{pjEN2QceKNH.NhSoXUMPK2K}+#{ShtwHIW1rOC.NhSoXUMPK2K}+#{H1dgcVTwWQM.NhSoXUMPK2K}+#{arRbatxU74M.NhSoXUMPK2K}+#{Y0SDd8s2bK4.NhSoXUMPK2K}+#{GpYmbmcP4Oa.NhSoXUMPK2K}+#{UQe25w2sxfL.NhSoXUMPK2K},1
IHRIS Total Key Care Cadres,rriLl3OQSsX,IHRIS Total Key Care Cadres,(#{CGN15kwiEla.NhSoXUMPK2K}+#{y90HxYFJReg.NhSoXUMPK2K}),1
IP - Average Length of Stay,Em1rmsuYowk,IP - ALS,#{reLgVCOeKpf.NhSoXUMPK2K},#{q7rflJEG37X.NhSoXUMPK2K}+#{tYh26gn0BnE.NhSoXUMPK2K}+#{RI5o1xdFSxs.NhSoXUMPK2K}+#{eN1h5cQerWI.NhSoXUMPK2K}+#{s2YDJjTnKyA.NhSoXUMPK2K}
IP - Bed Turn Over Rate,KGdpODkowXM,IP - Bed Turn Over Rate,#{q7rflJEG37X.NhSoXUMPK2K}+#{tYh26gn0BnE.NhSoXUMPK2K}+#{RI5o1xdFSxs.NhSoXUMPK2K}+#{eN1h5cQerWI.NhSoXUMPK2K}+#{s2YDJjTnKyA.NhSoXUMPK2K},(#{ykDnv6TyXP3.NhSoXUMPK2K}+#{JrCrKtM8Hw2.NhSoXUMPK2K}) * [days]
IP - Crude Death Rate,SS9GbDzYop9,IP - Crude Death Rate,#{tYh26gn0BnE.NhSoXUMPK2K},#{c7ZM3GXISND.NhSoXUMPK2K}+#{oyWx4OFwc6Z.NhSoXUMPK2K}
IP - Turn over interval,tEFy7fdmBpw,IP - ToI,( [days] * (#{ykDnv6TyXP3.NhSoXUMPK2K}+#{JrCrKtM8Hw2.NhSoXUMPK2K}) ) - #{reLgVCOeKpf.NhSoXUMPK2K},#{q7rflJEG37X.NhSoXUMPK2K}+#{tYh26gn0BnE.NhSoXUMPK2K}+#{RI5o1xdFSxs.NhSoXUMPK2K}+#{eN1h5cQerWI.NhSoXUMPK2K}+#{s2YDJjTnKyA.NhSoXUMPK2K}
IP - Vacant Beds,p81yBiB9oRj,IP - Vacant Beds,( [days] * (#{ykDnv6TyXP3.NhSoXUMPK2K}+#{JrCrKtM8Hw2.NhSoXUMPK2K}) ) - #{reLgVCOeKpf.NhSoXUMPK2K},1
IPD Percentage Occupancy,ZB7Pwo4NNx1,IPD Percentage Occupancy,#{reLgVCOeKpf.NhSoXUMPK2K},( #{ykDnv6TyXP3.NhSoXUMPK2K} + #{JrCrKtM8Hw2.NhSoXUMPK2K} ) * [days]
IPD Utilization Rate (MOH 717),MCtkH3YaeKe,IPD Utilization Rate,#{r7LJ3kCX8EZ.Lj5arkL7GL8} + #{r7LJ3kCX8EZ.KFmqREu0VSL} + #{r7LJ3kCX8EZ.rYfAgBnJKnj} + #{r7LJ3kCX8EZ.ObiJr399QRt} + #{r7LJ3kCX8EZ.bPNw3Km3Ug7} + #{r7LJ3kCX8EZ.oJ6IUNugflo} + #{r7LJ3kCX8EZ.vr2WcWaojbO} + #{r7LJ3kCX8EZ.B0ji6ZY2zJ3} + #{r7LJ3kCX8EZ.szjWdpjHTDe} + #{r7LJ3kCX8EZ.JUI7tesx6as} + #{r7LJ3kCX8EZ.O68sxX0pJMT} + #{r7LJ3kCX8EZ.Qy5yADe3SiB} + #{cvJuw6Fbuiw.Lj5arkL7GL8} + #{cvJuw6Fbuiw.KFmqREu0VSL} + #{cvJuw6Fbuiw.rYfAgBnJKnj} + #{cvJuw6Fbuiw.bPNw3Km3Ug7} + #{cvJuw6Fbuiw.ObiJr399QRt} ,#{w5ltvnNihEZ} + #{Mpv8crmnOzy}
IPD Utilization Rate Surgery,Mweo9JqA2Yr,IPD Utilization Rate Surgery,#{r7LJ3kCX8EZ.KFmqREu0VSL} + #{cvJuw6Fbuiw.KFmqREu0VSL},#{w5ltvnNihEZ} + #{Mpv8crmnOzy}
IPD Workload,ivoTTshfz2k,IPD Workload,#{cvJuw6Fbuiw.Lj5arkL7GL8} + #{cvJuw6Fbuiw.KFmqREu0VSL} + #{cvJuw6Fbuiw.rYfAgBnJKnj} + #{cvJuw6Fbuiw.ObiJr399QRt} + #{cvJuw6Fbuiw.bPNw3Km3Ug7} + #{cvJuw6Fbuiw.oJ6IUNugflo} + #{cvJuw6Fbuiw.vr2WcWaojbO} + #{cvJuw6Fbuiw.B0ji6ZY2zJ3} + #{cvJuw6Fbuiw.szjWdpjHTDe} + #{cvJuw6Fbuiw.JUI7tesx6as} + #{cvJuw6Fbuiw.O68sxX0pJMT} + #{cvJuw6Fbuiw.Qy5yADe3SiB} +  #{r7LJ3kCX8EZ.Lj5arkL7GL8} + #{r7LJ3kCX8EZ.KFmqREu0VSL} + #{r7LJ3kCX8EZ.rYfAgBnJKnj} + #{r7LJ3kCX8EZ.ObiJr399QRt} + #{r7LJ3kCX8EZ.bPNw3Km3Ug7} + #{r7LJ3kCX8EZ.oJ6IUNugflo} + #{r7LJ3kCX8EZ.vr2WcWaojbO} + #{r7LJ3kCX8EZ.B0ji6ZY2zJ3} + #{r7LJ3kCX8EZ.szjWdpjHTDe} + #{r7LJ3kCX8EZ.JUI7tesx6as} + #{r7LJ3kCX8EZ.O68sxX0pJMT} + #{r7LJ3kCX8EZ.Qy5yADe3SiB},1
IPT2 utilization,lX2cPNU4LFL,IPT 2 utilization,#{EHGBrVPiG3N.NhSoXUMPK2K},#{gAKCshSgSH3.NhSoXUMPK2K}
IPTp1 issued to Pregnant Women in Malaria Endemic areas,FKkcp7WWnEN,IPTp1 given to ANC clients,#{gAKCshSgSH3.NhSoXUMPK2K},#{pct05jgGcLt} / 12
IPTp2 issued to Pregnant Women in Malaria Endemic areas,NLDYChGtAx2,IPTp2 given to ANC clients,#{EHGBrVPiG3N.NhSoXUMPK2K},#{pct05jgGcLt} / 12
IPTp3 issued to Pregnant Women in Malaria Endemic areas,WWTomET64nI,IPTp3 given to ANC clients,#{N931F2wuVVO},#{pct05jgGcLt} / 12
IPV Wastage Rate (WR),zb0bzY0zWiR,IPV Wastage Rate (WR),((#{MJQFsY7Dp8G.NhSoXUMPK2K}+#{KUNmx9W9U2D.NhSoXUMPK2K})-#{IFQwJq7fgld.NhSoXUMPK2K})-#{gw4Zog5qvBy},(#{MJQFsY7Dp8G.NhSoXUMPK2K}+#{KUNmx9W9U2D.NhSoXUMPK2K})-#{IFQwJq7fgld.NhSoXUMPK2K}
IUCD  Couple year protection,dcfWn8ZS2ie,IUCD CYP,(#{DuBH6qPPdaO} + #{Wv02gixbRpT} + #{hRktPfPEegP})*4.6,1
IUCD Copper T Dispensed,JrfHpxf0fZB,IUCD Copper T Dispensed,#{bUlHHuXjVGE.LkO5M9beZqG},1
IUCD Copper T Ending Balance,z6zEiA849Fq,IUCD Copper T EB,#{bUlHHuXjVGE.NvpLpQxmzkZ},1
Ihris Nurse Midwives,hkuuc1hS9cv,Ihris Nurse Midwives,#{OR7PhOwj9Hl.NhSoXUMPK2K},1
Implants Dispensed,xM9vMDt6xSq,Implants Dispensed,#{ZvgVEwt6iEm.LkO5M9beZqG},1
Implants Ending Balance,jx7NXfCFBfO,ImplaImnts EB,#{ZvgVEwt6iEm.NvpLpQxmzkZ},1
Implants couple year protection,MRM3kDTz5Oq,Implants CYP,(#{otgQMOXuyIn} + #{CJdFYcZ1zOq} + #{TUHzoPGLM3t})*2.5,1
Incidence of Outpatient Malaria (per 1000 population),V5vHLgHhPwg,Malaria Incidence Rate (per 1000 population),#{OoakJhWiyZp.lHl2rmXpHse}+#{OoakJhWiyZp.SeDaCnHi3m5} + #{gvZmXInRLuD.SeDaCnHi3m5},#{w5ltvnNihEZ}+#{Mpv8crmnOzy}
Infant Prophylaxis Missed Opportunity,xvUt174iyYS,Infant Prophylaxis Missed Opportunity,#{nwXS5vxrrr7} + #{hn3aChn4sVx} + #{AfHArvGun12}+#{hHLR1HP8xzI} + #{qSgLzXh46n9}-(#{HAumxpKBaoK} + #{Jn6ATTfXp02} + #{RY1js5pK2Ep}),1
Infants tested for HIV at 6 wks Coverage,WiTsFtstIEO,Infants tested 6wks Cov,#{YZdSnMLgiAV.NhSoXUMPK2K},#{JOnT3OiMd5o.NhSoXUMPK2K}
Injectables Dispensed,dakp92oAECd,Injectables Dispensed,#{U7mQ95egBfs.LkO5M9beZqG},1
Injectables Ending Balance,QSRvXP8v6T5,Injectables EB,#{U7mQ95egBfs.NvpLpQxmzkZ},1
Injectables couple year protection,LBQ3CeEIrwx,Injectable CYP,#{PgQIx7Hq1kp} + #{NMCIxSeGpS3} + #{yQFyyQBhXQf},4
Inpatient Actual Physical Beds Total,vKONA0y47d1,Inpatient Actual Beds,#{K3i0LumP9MU},1
Inpatient Admission,h14HsnrOBCE,Inpatient Admission,#{cvJuw6Fbuiw} + #{r7LJ3kCX8EZ},1
Inpatient Occupied Bed Days Total,WgkuCjT99x4,Inpatient Occup Bed Days,#{R6Z03VUZ0YU}+#{KeluwzeRirR},1
Inpatient Physical  Beds,qMlNgrNUclZ,Inpatient Physical Beds,#{K3i0LumP9MU.Lj5arkL7GL8} + #{K3i0LumP9MU.KFmqREu0VSL} + #{K3i0LumP9MU.rYfAgBnJKnj} + #{K3i0LumP9MU.ObiJr399QRt} + #{K3i0LumP9MU.bPNw3Km3Ug7} + #{K3i0LumP9MU.oJ6IUNugflo} + #{K3i0LumP9MU.vr2WcWaojbO} + #{K3i0LumP9MU.B0ji6ZY2zJ3} + #{K3i0LumP9MU.szjWdpjHTDe} + #{K3i0LumP9MU.JUI7tesx6as} + #{K3i0LumP9MU.O68sxX0pJMT} + #{K3i0LumP9MU.Qy5yADe3SiB},1
Inpatients Authorized Beds,jsXZJdXTPuS,Inpatients Authorized Beds,#{nyP99EFVQ4O.Lj5arkL7GL8} + #{nyP99EFVQ4O.KFmqREu0VSL} + #{nyP99EFVQ4O.rYfAgBnJKnj} + #{nyP99EFVQ4O.ObiJr399QRt} + #{nyP99EFVQ4O.bPNw3Km3Ug7} + #{nyP99EFVQ4O.oJ6IUNugflo} + #{nyP99EFVQ4O.vr2WcWaojbO} + #{nyP99EFVQ4O.B0ji6ZY2zJ3} + #{nyP99EFVQ4O.szjWdpjHTDe} + #{nyP99EFVQ4O.JUI7tesx6as} + #{nyP99EFVQ4O.O68sxX0pJMT} + #{nyP99EFVQ4O.Qy5yADe3SiB},1
"Insulin, Premix (short acting +intermediate acting) Human [30 regular + 70 NPH) Injection 10ml Bottle (Vial /Bottle) MoS",n8B0vvf1PCW,"Insulin, Premix  Human [30 regular + 70 NPH) ",#{WiygygYRqs7.n8XlCFUpWOG},#{lcqBs8Qopdx.QvctQfKAQn3}
J&j_Vaccine_Type,TpFsAEwwq7m,J&j_Vaccine_Type,#{qRQ3LIl7SmG},1
KHIS_HTS_TST(<15-Female-Positive),h4KK9IBSToB,KHIS_HTS_TST(<15-Female-Positive),(#{QXQFd2JB10B} + #{wu0ITFRjUzF}),1
KHIS_HTS_TST(<15-Male-Positive),boYFCqSHIve,KHIS_HTS_TST(<15-Male-Positive),(#{DBZH3aC9gwQ} + #{D9YwtS6RhQ1}),1
KHIS_HTS_TST(<15-Unknown-Positive),suM4VZ0pEXs,KHIS_HTS_TST(<15-Unknown-Positive),#{du5RMT3aecB},1
KHIS_HTS_TST(>=15-Female-Positive),KG9pnNKlzof,KHIS_HTS_TST(>=15-Female-Positive),#{c2pgDecBILP} + #{NMWgSKFW6U7}+#{xMNhnyu7vm1} + #{oCFXmpol7D8} + #{cBTa1jVzT8f},1
KHIS_HTS_TST(>=15-Male-Positive),ZPUms4f6vKP,KHIS_HTS_TST(>=15-Male-Positive),(#{RCFqEXIiqed} + #{xN6GhQGgaoI}+#{kLXGWRLzCAw} + #{F9OR49Lc1aR} + #{J4vNm7YEkdj}),1
KHIS_HTS_TST(Total-Unknown-Negative),DWFWspkG4Yu,KHIS_HTS_TST(Total-Unknown-Negative),#{qw7eJpLE3vK} + ((#{jbzrwpsfYMN} + #{Aioi6LxPb3N})-(#{c2pgDecBILP} + #{NMWgSKFW6U7} + #{QXQFd2JB10B} + #{RCFqEXIiqed} + #{xN6GhQGgaoI} + #{DBZH3aC9gwQ})),1
KHIS_PMTCT_ART(N/A),FGATEY1l3k4,KHIS_PMTCT_ART(N/A),#{FRRDdqayYnU}+(#{lJpaBye9B0H}+#{WNFWVHMqPv9}),1
KHIS_PMTCT_STAT,mWln8PQom4I,KHIS_PMTCT_STAT,(#{TJMdle70A7X} + #{DrYHirleKid})+(#{qSgLzXh46n9} + #{ETX9cUWF43c}),1
KHIS_TX_CURR(<15-Female),FoJ0GHjlsZe,KHIS_TX_CURR(<15-Female),#{cbUoZG6mlS7}+#{GSEmLUnrvzj},1
KHIS_TX_CURR(<15-Male),KAO9ne0crno,KHIS_TX_CURR(<15-Male),#{QISrDYwXnMw} + #{Jbu4if6gtDp},1
KHIS_TX_CURR(<15-Unknown),qCZO3NEtLQy,KHIS_TX_CURR(<15-Unknown),#{SJL4k6Gl53C} + #{wbJOu4h2SSz},1
KHIS_TX_CURR(>=15-Female),YvS2nhm984D,KHIS_TX_CURR(>=15-Female),#{ISGNo6jMJlI} + #{AQsTt7jtKbt} + #{EhZQp3PTA3C} + #{yNCUlEYkmyA},1
KHIS_TX_CURR(>=15-Male),y1gxe1pTRk9,KHIS_TX_CURR(>=15-Male),#{oTjp04eBIaV} + #{oOOnacUi9Jm}+#{e93GKJTHKAX} + #{pR7VzBydoj3},1
KHIS_TX_NEW(<15-Female),f3tsgSHljrx,KHIS_TX_NEW(<15-Female),#{QTfUGmnpzCm} + #{jthpt5cVV9c},1
KHIS_TX_NEW(<15-Male),VPjGyHmiJhX,KHIS_TX_NEW(<15-Male),#{Ivi4xwwsjNN} + #{LC2OqnUC5Sn},1
KHIS_TX_NEW(<15-Unknown),MA3cbk0FFUE,KHIS_TX_NEW(<15-Unknown),#{mACm1JUzeLT} + #{Hbc2qRi0U5x},1
KHIS_TX_NEW(>=15-Female),vz2Uz2NXFXF,KHIS_TX_NEW(>=15-Female),#{CNK6qMLzi8b} + #{DaNcGZnkclz} + #{zNCSlBKbS6d} + #{Nv4OkbdDvmm},1
KHIS_TX_NEW(>=15-Male),O3loSMi9lDy,KHIS_TX_NEW(>=15-Male),#{yPGhCvz2bX2} + #{yWkSi8L3qGm} + #{K59f8nZ5vhy} + #{SCMKsiNj6c5},1
KP_Proportion of HIV Positive  Key Population  Currently on ART,flR1rC14m3S,KP_Proportion of HIV +ve  KP  Currently on ART,#{Jjl0ei5K2XL},(#{SJL4k6Gl53C} + #{wbJOu4h2SSz} + #{Jbu4if6gtDp} + #{GSEmLUnrvzj} + #{oOOnacUi9Jm} + #{AQsTt7jtKbt} + #{e93GKJTHKAX} + #{EhZQp3PTA3C} + #{pR7VzBydoj3} + #{yNCUlEYkmyA})
KP_Proportion of HIV Positive Key Population  starting ART,R8wFNRMazP3,KP_Proportion of HIV +ve KP  starting ART,#{tLrIZPv43Tk},(#{mACm1JUzeLT} + #{Hbc2qRi0U5x} + #{LC2OqnUC5Sn} + #{jthpt5cVV9c} + #{yWkSi8L3qGm} + #{DaNcGZnkclz} + #{K59f8nZ5vhy} + #{zNCSlBKbS6d} + #{SCMKsiNj6c5} + #{Nv4OkbdDvmm})
KP_Proportion of HIV positive  Key Population  Newly Enrolled in Care,yjZflaODVo5,KP_Prop HIV +ve KP  Newly Enrolled in Care,#{tLrIZPv43Tk},#{M5zablilTPO}
LATF Accounting Rate,XSh4BF8QIpE,LATF Accounting Rate,#{oMWJpAyAIUh.VNcrvgnT5bL},#{uq2Izs9ZGT7.VNcrvgnT5bL}
LATF Utilzation Rate,m0jrH6oVaJS,LATF Utilzation Rate,#{uq2Izs9ZGT7.VNcrvgnT5bL},#{QLC6ejj76za.VNcrvgnT5bL}
LLIN % variance between Expected & Closing SOH,c6A37DQWMIt,LLIN % variance between Expected & Closing SOH,"
((#{f0AIAR5pJ2F.HWtHCLAwprR} + #{f0AIAR5pJ2F.yuvCdaFqdCW} + #{f0AIAR5pJ2F.CckV73xy6HB}) - (#{f0AIAR5pJ2F.w77uMi1KzOH} + #{f0AIAR5pJ2F.rqzfl66VFyd} + #{f0AIAR5pJ2F.unVIt2C0cdW}))-(#{f0AIAR5pJ2F.rPAsF4cpNxm})",(#{f0AIAR5pJ2F.HWtHCLAwprR} + #{f0AIAR5pJ2F.yuvCdaFqdCW} + #{f0AIAR5pJ2F.CckV73xy6HB}) - (#{f0AIAR5pJ2F.w77uMi1KzOH} + #{f0AIAR5pJ2F.rqzfl66VFyd} + #{f0AIAR5pJ2F.unVIt2C0cdW})
LLIN -ve Adjustments as a % of available stock,RURwrNJC9h6,LLIN -ve Adjustments as a % of available stock,#{f0AIAR5pJ2F.unVIt2C0cdW},#{f0AIAR5pJ2F.rPAsF4cpNxm}
LLIN Adjusted Consumption,of9iOuMdstM,LLIN Adj Consumption,#{OyddF1qflzP.ieuodyY5ybC} + #{f9vesk5d4IY},1
LLIN CWC and ANC Issued,fgJI8Sl3xPq,LLIN CWC and ANC Issued,#{EsfvxFcltV0.wBWcFk7k1qY} + #{uTQOSp7rx5h.wBWcFk7k1qY},1
LLIN Losses as a % of available stock,Bi2Lyr2ZZk0,LLIN Losses as a % of available stock,#{f0AIAR5pJ2F.rqzfl66VFyd},#{f0AIAR5pJ2F.rPAsF4cpNxm}
LLIN Risk 10 - Discrepancies between service & commodity reports,xKXO1rvSnRh,LLIN Risk 10,(#{adV5ma0IRHU} + #{eIvn8VgI5Zx}) - #{f0AIAR5pJ2F.w77uMi1KzOH},1
LLIN dispensed nets issued,GmFCplHDQZR,LLIN dispensed nets,(#{adV5ma0IRHU} + #{eIvn8VgI5Zx}),1
LLINs Total dispensed minus Sum of ANC & CWC clients,mXWDzCMWWaW,LLIN Risk 10,#{f0AIAR5pJ2F.w77uMi1KzOH} - (#{f9vesk5d4IY} + #{ku80YRejJPg}),1
Latrine Coverage,wFgO9wjUjhY,Latrine Coverage,#{Sz30p2DryRZ.NhSoXUMPK2K},#{duLaKUuuAwV.NhSoXUMPK2K}
"Loratadine Tablets, 10mg (Tablet) MoS",aAHIH8QcdoF,"Loratadine Tablets, 10mg (Tablet)",#{hBItOmE0ybe.n8XlCFUpWOG},#{QqXgC8XD3IF.QvctQfKAQn3}
MDR TB death rate,Whhup3uA5cU,MDR TB death rate,#{dSpjJg77lqe.Boypl7fVVdU},#{dSpjJg77lqe.j0Q6xdnrEuX}
MDR TB-2⁽ᴹ⁾ Number of TB cases with RR-TB and/or MDR-TB notified,nNGYNZpAWst,RR + MDR TB cases,#{zVIv5xsY92B.pX5gB1XXBi0},1
MLR Total Confirmed Cases,mWd60Ulyh47,MLR Total Confirmed Cases,#{OoakJhWiyZp},1
MLR Total Patients Diagnosed,ZGGTobpFTwU,MLR Total Patients Diagnosed,#{Lt0FqtnHraW}+#{OoakJhWiyZp},1
MOH 643 Acetone MOS,J2LvmCLK1HA,MOH 643 Acetone MOS,#{TQscCW3V7Za.B1sPPfIobef}/#{TQscCW3V7Za.OV0KZq0N7Pf},1
MOH 643 Anti Human Globulin MOS,xm1YnAc6ejt,MOH 643 Anti Human Globulin MOS,#{HoExlPhOLOz.B1sPPfIobef}/#{HoExlPhOLOz.OV0KZq0N7Pf},1
MOH 643 Anti sera A MOS,cr5ZPGBDPPv,MOH 643 Anti sera A MOS,#{BIvgkNrIju1.B1sPPfIobef}/#{BIvgkNrIju1.OV0KZq0N7Pf},1
MOH 643 Anti sera B MOS,GVvl3E7J523,MOH 643 Anti sera B MOS,#{KQMyPkAZrAf.B1sPPfIobef}/#{KQMyPkAZrAf.OV0KZq0N7Pf},1
MOH 643 Anti sera D MOS,ygu40mAa0wo,MOH 643 Anti sera D MOS,#{pvOidoknd96.B1sPPfIobef}/#{pvOidoknd96.OV0KZq0N7Pf},1
MOH 643 Auramine-O MOS,oqcoJtSuTXy,MOH 643 Auramine-O MOS,#{WTyC4SVjGfq.qPAeQirUKSq}/#{WTyC4SVjGfq.qv44xZjRAB8},1
MOH 643 Autoclavable bags (for culture plates) MOS,bbtYOF2S2T5,MOH 643 Autoclavable bags (for culture plates) MOS,#{dxy8GfNgK3E.B1sPPfIobef}/#{dxy8GfNgK3E.OV0KZq0N7Pf},1
MOH 643 Basic Fuschin MOS,Nb4Rairq9K4,MOH 643 Basic Fuschin MOS,#{QmmftXddAw6.qPAeQirUKSq}/#{QmmftXddAw6.qv44xZjRAB8},1
MOH 643 Blood agar MOS,zHUi5OIuyxJ,MOH 643 Blood agar MOS,#{WzUK4ZdEv8x.GdkXfx3sa8f}/#{WzUK4ZdEv8x.BUq6w4krOnU},1
MOH 643 Blood collection  bags (Single) MOS,QA7UFbtErUS,MOH 643 Blood collection  bags (Single) MOS,#{WG9joWKNXX3.sP2bvbL3o9h}/#{WG9joWKNXX3.J9VBXro3Uyj},1
MOH 643 Blood collection bags (Double) MOS,Lu0vhvKkGpI,MOH 643 Blood collection bags (Double) MOS,#{KzdX7jf5Thz.sP2bvbL3o9h}/#{KzdX7jf5Thz.J9VBXro3Uyj},1
MOH 643 Blood collection bags (Quadruple with SAG-M) MOS,s9xt2ibuvDR,MOH 643 Blood collection bags (Quadruple with SAG-,#{ulLKnuzI3r7.sP2bvbL3o9h}/#{ulLKnuzI3r7.J9VBXro3Uyj},1
MOH 643 Blood collection bags (Triple with SAG-M) MOS,pJC19J4D7IM,MOH 643 Blood collection bags (Triple with SAG-M),#{vAkGAnWZrjL.sP2bvbL3o9h}/#{vAkGAnWZrjL.J9VBXro3Uyj},1
MOH 643 Blood screening Automated (Architect) MOS,FywnZpoXhUI,MOH 643 Blood screening Automated (Architect) MOS,#{EXCl93LMilM.sP2bvbL3o9h}/#{EXCl93LMilM.J9VBXro3Uyj},1
MOH 643 CLED MOS,KOgxNR7Q8Qt,MOH 643 CLED MOS,#{cMFxRO3Ehii.GdkXfx3sa8f}/#{cMFxRO3Ehii.BUq6w4krOnU},1
MOH 643 Cover slips MOS,Wo53nyQ7tlk,MOH 643 Cover slips MOS,#{zxMEsDqAfWS.B1sPPfIobef}/#{zxMEsDqAfWS.OV0KZq0N7Pf},1
MOH 643 Culture Plates MOS,BTRsTpaislQ,MOH 643 Culture Plates MOS,#{r3yJiFSdsos.GdkXfx3sa8f}/#{r3yJiFSdsos.BUq6w4krOnU},1
MOH 643 Di-Ethyl ether MOS,aXqPkd8kpQU,MOH 643 Di-Ethyl ether MOS,#{kPsb6Xekp0d.NHGvTtWMqW5}/#{kPsb6Xekp0d.oaVjwFy2Ayv},1
"MOH 643 Dried Blood spot (DBS) collection kit, 20s MOS",fWo8CHFKLjo,"MOH 643 Dried Blood spot (DBS) collection kit, 20s",#{cqX9v1wWNsx.K8shOw0pNhd}/#{cqX9v1wWNsx.R0j6FcLUYwb},1
"MOH 643 Dried Blood spot (DBS) collection kit, 50s MOS",Z94pxpjnQXp,"MOH 643 Dried Blood spot (DBS) collection kit, 50s",#{M5ZDXIkiWEb.K8shOw0pNhd}/#{M5ZDXIkiWEb.R0j6FcLUYwb},1
MOH 643 FCDRR-Qty for resupply_Acetone,Gs9B3WUIhoN,MOH 643 FCDRR-Qty for resupply_Acetone,(#{TQscCW3V7Za.OV0KZq0N7Pf}*4)-#{TQscCW3V7Za.B1sPPfIobef},1
MOH 643 FCDRR-Qty for resupply_Anti Human Globulin,JCalXNngec7,MOH 643 FCDRR-Qty for resupply_Anti Human Globulin,(#{HoExlPhOLOz.OV0KZq0N7Pf}*4)-#{HoExlPhOLOz.B1sPPfIobef},1
MOH 643 FCDRR-Qty for resupply_Anti sera A,wRJtyugeH6B,MOH 643 FCDRR-Qty for resupply_Anti sera A,(#{BIvgkNrIju1.OV0KZq0N7Pf}*4)-#{BIvgkNrIju1.B1sPPfIobef},1
MOH 643 FCDRR-Qty for resupply_Anti sera B,ofaCBRt09rc,MOH 643 FCDRR-Qty for resupply_Anti sera B,(#{KQMyPkAZrAf.OV0KZq0N7Pf}*4)-#{KQMyPkAZrAf.B1sPPfIobef},1
MOH 643 FCDRR-Qty for resupply_Anti sera D,F2KQoLbNQQP,MOH 643 FCDRR-Qty for resupply_Anti sera D,(#{pvOidoknd96.OV0KZq0N7Pf}*4)-#{pvOidoknd96.B1sPPfIobef},1
MOH 643 FCDRR-Qty for resupply_Applicator sticks,BCfNLGb2EQU,MOH 643 FCDRR-Qty for resupply_Applicator sticks,(#{MAJFIOUSZQC.OV0KZq0N7Pf}*4)-#{MAJFIOUSZQC.B1sPPfIobef},1
MOH 643 FCDRR-Qty for resupply_Auramine-O,Urj3W2p06Df,MOH 643 FCDRR-Qty for resupply_Auramine-O,(#{WTyC4SVjGfq.qv44xZjRAB8}*4)-#{WTyC4SVjGfq.qPAeQirUKSq},1
MOH 643 FCDRR-Qty for resupply_Autoclavable bags (for culture plates),nU8HOHfem6V,MOH 643 FCDRR-Qty for resupply_Autoclavable bags (,(#{dxy8GfNgK3E.OV0KZq0N7Pf}*4)-#{dxy8GfNgK3E.B1sPPfIobef},1
MOH 643 FCDRR-Qty for resupply_Basic Fuschin,XtZXhN9A0X7,MOH 643 FCDRR-Qty for resupply_Basic Fuschin,(#{QmmftXddAw6.qv44xZjRAB8}*4)-#{QmmftXddAw6.qPAeQirUKSq},1
MOH 643 FCDRR-Qty for resupply_Blood agar,vLvjKTFBdMp,MOH 643 FCDRR-Qty for resupply_Blood agar,(#{WzUK4ZdEv8x.BUq6w4krOnU}*4)-#{WzUK4ZdEv8x.GdkXfx3sa8f},1
MOH 643 FCDRR-Qty for resupply_Blood collection  bags (Double),jM22iEcwy31,MOH 643 FCDRR-Qty for resupply_Blood collection  b,(#{KzdX7jf5Thz.J9VBXro3Uyj}*4)-#{KzdX7jf5Thz.sP2bvbL3o9h},1
MOH 643 FCDRR-Qty for resupply_Blood collection  bags (Single),llF0W0e7PPX,MOH 643 FCDRR-Qty for resupply_Blood collection  b,(#{WG9joWKNXX3.J9VBXro3Uyj}*4)-#{WG9joWKNXX3.sP2bvbL3o9h},1
